IP:PORT, LOSS, DELAY
162.159.193.7:5279,100.00%,1000 ms
162.159.193.7:988,100.00%,1000 ms
162.159.193.6:988,100.00%,1000 ms
188.114.97.146:945,100.00%,1000 ms
188.114.99.74:880,100.00%,1000 ms
188.114.99.74:8319,100.00%,1000 ms
188.114.99.75:880,100.00%,1000 ms
188.114.99.75:8319,100.00%,1000 ms
162.159.193.6:5279,100.00%,1000 ms
188.114.96.202:928,100.00%,1000 ms
162.159.193.5:988,100.00%,1000 ms
162.159.193.5:5279,100.00%,1000 ms
162.159.193.4:988,100.00%,1000 ms
188.114.97.146:942,100.00%,1000 ms
162.159.193.4:5279,100.00%,1000 ms
188.114.96.211:1180,100.00%,1000 ms
162.159.193.3:988,100.00%,1000 ms
188.114.96.211:946,100.00%,1000 ms
162.159.193.1:5279,100.00%,1000 ms
162.159.193.1:988,100.00%,1000 ms
162.159.193.2:5279,100.00%,1000 ms
188.114.96.226:7156,100.00%,1000 ms
188.114.96.226:942,100.00%,1000 ms
162.159.193.2:988,100.00%,1000 ms
162.159.193.3:5279,100.00%,1000 ms
162.159.192.255:5279,100.00%,1000 ms
162.159.192.255:988,100.00%,1000 ms
162.159.193.0:5279,100.00%,1000 ms
162.159.193.0:988,100.00%,1000 ms
162.159.192.236:942,100.00%,1000 ms
162.159.192.236:1014,100.00%,1000 ms
162.159.192.136:8742,100.00%,1000 ms
162.159.192.136:968,100.00%,1000 ms
188.114.96.242:1701,100.00%,1000 ms
188.114.96.242:1014,100.00%,1000 ms
188.114.97.6:928,100.00%,1000 ms
188.114.97.122:894,100.00%,1000 ms
188.114.97.122:3581,100.00%,1000 ms
188.114.97.121:894,100.00%,1000 ms
188.114.97.121:3581,100.00%,1000 ms
188.114.97.6:7559,100.00%,1000 ms
188.114.97.9:928,100.00%,1000 ms
188.114.97.9:7559,100.00%,1000 ms
162.159.192.10:8319,100.00%,1000 ms
162.159.192.9:955,100.00%,1000 ms
162.159.192.10:955,100.00%,1000 ms
188.114.97.27:942,100.00%,1000 ms
188.114.97.27:894,100.00%,1000 ms
162.159.192.6:955,100.00%,1000 ms
162.159.192.9:8319,100.00%,1000 ms
162.159.192.3:8319,100.00%,1000 ms
188.114.97.33:3138,100.00%,1000 ms
188.114.97.33:955,100.00%,1000 ms
162.159.192.1:8319,100.00%,1000 ms
162.159.192.2:955,100.00%,1000 ms
162.159.192.3:955,100.00%,1000 ms
162.159.192.6:8319,100.00%,1000 ms
162.159.192.7:8319,100.00%,1000 ms
188.114.97.106:946,100.00%,1000 ms
162.159.192.4:955,100.00%,1000 ms
162.159.192.4:8319,100.00%,1000 ms
162.159.192.1:955,100.00%,1000 ms
162.159.192.2:8319,100.00%,1000 ms
162.159.192.7:955,100.00%,1000 ms
188.114.97.106:7156,100.00%,1000 ms
188.114.97.104:946,100.00%,1000 ms
188.114.97.104:7156,100.00%,1000 ms
188.114.97.46:955,100.00%,1000 ms
188.114.97.46:3138,100.00%,1000 ms
188.114.97.48:1074,100.00%,1000 ms
188.114.97.48:945,100.00%,1000 ms
188.114.97.100:7156,100.00%,1000 ms
188.114.97.100:946,100.00%,1000 ms
188.114.97.55:945,100.00%,1000 ms
188.114.97.55:1074,100.00%,1000 ms
188.114.97.56:945,100.00%,1000 ms
188.114.97.56:1074,100.00%,1000 ms
188.114.97.94:5956,100.00%,1000 ms
188.114.97.94:942,100.00%,1000 ms
188.114.97.92:5956,100.00%,1000 ms
188.114.97.92:942,100.00%,1000 ms
188.114.97.78:987,100.00%,1000 ms
188.114.97.78:1014,100.00%,1000 ms
188.114.97.79:987,100.00%,1000 ms
188.114.97.85:5956,100.00%,1000 ms
188.114.97.85:942,100.00%,1000 ms
188.114.97.79:1014,100.00%,1000 ms
188.114.99.128:500,100.00%,1000 ms
188.114.99.128:1002,100.00%,1000 ms
188.114.99.141:1002,100.00%,1000 ms
188.114.99.141:500,100.00%,1000 ms
188.114.97.82:942,100.00%,1000 ms
188.114.99.157:4177,100.00%,1000 ms
188.114.99.157:7281,100.00%,1000 ms
188.114.99.162:4177,100.00%,1000 ms
188.114.99.162:7281,100.00%,1000 ms
188.114.99.163:500,100.00%,1000 ms
188.114.99.163:4233,100.00%,1000 ms
188.114.99.185:939,100.00%,1000 ms
188.114.99.185:7103,100.00%,1000 ms
188.114.99.214:2506,100.00%,1000 ms
188.114.99.214:864,100.00%,1000 ms
188.114.99.220:8854,100.00%,1000 ms
188.114.99.220:2371,100.00%,1000 ms
188.114.99.225:8854,100.00%,1000 ms
188.114.99.225:2371,100.00%,1000 ms
188.114.99.228:8854,100.00%,1000 ms
188.114.99.228:2371,100.00%,1000 ms
188.114.99.234:928,100.00%,1000 ms
188.114.99.234:1070,100.00%,1000 ms
188.114.99.244:928,100.00%,1000 ms
188.114.99.244:1070,100.00%,1000 ms
188.114.99.255:988,100.00%,1000 ms
188.114.99.255:854,100.00%,1000 ms
